Season,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_href,Weight,College,Height,Lg
2016-17,FOR,12,1,311,5.9,14.6,0.405,1,3,0.346,4.9,11.6,0.42,3.8,4.7,0.805,0.3,2.3,2.7,6.7,0.7,0.1,2.2,3.1,16.7,/gleague/players/t/teaguma01d.html,180,Kentucky,74,G-League
2017-18,MEM,47,47,1526,7.5,16.4,0.455,1.5,3.5,0.427,5.9,12.8,0.463,3,3.9,0.782,0.4,3.3,3.7,6.7,1,0.2,2.5,3,19.5,/gleague/players/t/teaguma01d.html,180,Kentucky,74,G-League
2019-20,MEM,41,15,1048,7.1,16.1,0.441,1.5,4.5,0.333,5.6,11.6,0.484,1.9,2.2,0.859,0.2,2.8,3,6,0.5,0.4,2.5,2.4,18.7,/gleague/players/t/teaguma01d.html,180,Kentucky,74,G-League
2018-19,WOL,32,22,1020,6.5,16.6,0.39,2,6.7,0.295,4.5,9.8,0.455,2.3,3,0.767,0.9,3.6,4.5,2.5,1.6,0.2,1.5,2.2,17.2,/gleague/players/t/terreja01d.html,NA,None,NA,G-League
2016-17,RAP,1,0,9,0,8,0,0,4,0,0,4,0,8,8,1,0,0,0,4,0,0,8,8,8,/gleague/players/t/terrejt01d.html,NA,USC,NA,G-League
2018-19,TOT,39,29,982,6.6,11.3,0.581,0,0.1,0,6.6,11.1,0.589,2.5,4.8,0.523,3.8,7.6,11.4,1.6,1.4,2,2.4,3.8,15.7,/gleague/players/t/terryem01d.html,NA,None,NA,G-League
2020-21,ACC,15,15,428,5.9,9.3,0.636,0,0,0,5.9,9.3,0.636,1.3,1.9,0.652,5,8.2,13.2,1.7,1,1,2.4,3.9,13.6,/gleague/players/t/terryem01d.html,NA,None,NA,G-League
2020-21,MEM,13,13,382,6,14,0.43,1.9,5.5,0.345,4.1,8.6,0.484,2,2.5,0.808,1,5.2,6.2,3.8,1.3,0,2.9,1.8,18,/gleague/players/t/terryty01d.html,NA,Stanford,NA,G-League
2020-21,LKL,15,12,297,5,12.2,0.406,1,3.9,0.25,4,8.4,0.478,0.8,1,0.875,3.2,3,6.2,2.7,1.6,1.6,1.7,4,12.2,/gleague/players/t/teskejo01d.html,NA,Michigan,NA,G-League
2019-20,FOR,9,2,148,3.6,6.3,0.577,0,0,0,3.6,6.3,0.577,0.7,1.2,0.6,3.9,5.6,9.5,1.5,0.2,3.9,2.7,4.9,8.8,/gleague/players/t/thabeha01d.html,267,UConn,87,G-League
2016-17,DEL,1,0,27,5.3,14.7,0.364,4,8,0.5,1.3,6.7,0.2,0,0,0,0,4,4,6.7,0,0,2.7,5.3,14.7,/gleague/players/t/tharpna01d.html,NA,Kansas,NA,G-League
2018-19,FOR,34,9,639,4.9,9.5,0.515,0.1,0.3,0.333,4.8,9.2,0.521,1.4,2.2,0.615,4.7,6,10.7,2.4,2,1,1.7,4.8,11.3,/gleague/players/t/thibotr01d.html,242,None,80,G-League
2019-20,FOR,28,15,590,4.9,9.1,0.537,0.3,0.9,0.333,4.6,8.2,0.56,0.5,0.9,0.6,3.3,5.7,9,2.7,1.5,0.9,2,5.6,11,/gleague/players/t/thibotr01d.html,242,None,80,G-League
2016-17,WCB,43,27,1130,7.8,17.5,0.449,1.4,4.4,0.312,6.5,13.1,0.495,2.7,3.5,0.766,0.5,4.4,4.8,2.2,1.1,0.2,2,1.9,19.8,/gleague/players/t/thomaaa01d.html,NA,None,NA,G-League
2020-21,TOT,14,13,470,7.4,16.6,0.447,3.3,8,0.413,4.1,8.7,0.478,0.9,1.6,0.571,1.8,6.1,7.8,3.8,1.9,1.2,3.4,3.1,19.8,/gleague/players/t/thomabr01d.html,185,None,77,G-League
2016-17,ERI,3,0,65,4.4,7.8,0.571,1.7,2.8,0.6,2.8,5,0.556,0,0,0,1.7,3.9,5.5,4.4,1.1,1.1,2.2,2.2,10.5,/gleague/players/t/thomajo03d.html,NA,None,NA,G-League
2018-19,GRR,10,10,323,8.4,16.6,0.503,3.2,7,0.46,5.1,9.6,0.535,3,3.3,0.9,0.3,3.2,3.6,2,1.6,0,1.7,3,23,/gleague/players/t/thomakh01d.html,NA,Creighton,NA,G-League
2019-20,GRR,2,2,44,9.8,31.9,0.308,6.5,16.4,0.4,3.3,15.5,0.211,0.8,0.8,1,4.1,2.5,6.5,2.5,1.6,0.8,1.6,2.5,27.8,/gleague/players/t/thomakh01d.html,NA,Creighton,NA,G-League
2020-21,AUS,7,7,130,10.5,21.9,0.481,4.4,10,0.444,6.1,11.9,0.512,0.8,0.8,1,1.1,5.5,6.6,1.1,1.9,0.3,0.8,2.8,26.9,/gleague/players/t/thomakh01d.html,NA,Creighton,NA,G-League
2019-20,RAP,1,1,34,7.4,20.1,0.368,2.1,8.5,0.25,5.3,11.6,0.455,2.1,2.1,1,3.2,7.4,10.6,4.2,0,0,2.1,1.1,19.1,/gleague/players/t/thomama02d.html,NA,None,NA,G-League
2017-18,OKL,46,35,1324,6.5,14.1,0.46,1.1,4.3,0.248,5.4,9.8,0.553,3.4,5.1,0.668,2.1,7,9.1,3.3,1.7,1.1,3.3,3.9,17.4,/gleague/players/t/thomara01d.html,230,Texas A&M-Corpus Christi,80,G-League
2016-17,AUS,5,0,14,2.6,2.6,1,0,0,0,2.6,2.6,1,2.6,2.6,1,0,5.1,5.1,2.6,0,0,0,5.1,7.7,/gleague/players/t/thomash01d.html,180,None,79,G-League
2017-18,MEM,37,1,614,5.8,12.2,0.476,0.6,1.9,0.344,5.2,10.3,0.5,2.3,3.1,0.736,2,5.7,7.7,1.1,0.8,1.1,1.6,2,14.5,/gleague/players/t/thomash01d.html,180,None,79,G-League
2016-17,AUS,16,7,426,7.3,15,0.486,2.1,4.8,0.439,5.2,10.1,0.508,2.8,3.5,0.786,1.4,5.2,6.5,1.8,0.9,0.6,1.7,4.1,19.4,/gleague/players/t/thompho01d.html,206,Georgetown,80,G-League
2018-19,"NAS",30,30,1021,6.7,15.3,0.437,1.6,4.7,0.343,5.1,10.6,0.478,2.6,3.2,0.802,0.7,5.9,6.6,2.6,1.1,0.5,2,3.6,17.6,/gleague/players/t/thompho01d.html,206,Georgetown,80,G-League
2019-20,STK,5,1,84,7.3,18.9,0.386,1.7,7.7,0.222,5.6,11.1,0.5,1.3,1.3,1,2.1,6.4,8.6,2.1,0.9,0,2.1,3,18,/gleague/players/t/thompho01d.html,206,Georgetown,80,G-League
2016-17,SAN,27,4,560,2.7,9.3,0.29,1.8,5.5,0.329,0.9,3.9,0.233,1,1.5,0.696,0.6,3.8,4.4,2.5,1.3,0.6,1,3.7,8.2,/gleague/players/t/thompmy01d.html,215,Pepperdine,79,G-League
2017-18,SWR,43,27,1178,4.8,11.1,0.436,1.1,4.1,0.278,3.7,7,0.528,1.7,2.1,0.797,1.4,3.9,5.2,1.8,1.3,0.5,1.4,3.6,12.5,/gleague/players/t/thompsa01d.html,200,Ohio State,79,G-League
2018-19,SWR,49,28,1014,4.9,11.8,0.42,1.4,4.9,0.281,3.6,6.8,0.521,1.1,1.4,0.769,1.3,3.9,5.3,2.2,1.5,0.4,1.6,2.7,12.3,/gleague/players/t/thompsa01d.html,200,Ohio State,79,G-League
2016-17,ERI,17,3,362,8.7,15.5,0.558,0,0,0,8.7,15.5,0.558,3.2,4.8,0.667,6,6.7,12.6,0.6,1.1,0.6,3.8,4.4,20.5,/gleague/players/t/thompsh01d.html,NA,George Mason,NA,G-League
2017-18,RAP,41,5,832,7.8,12.8,0.614,0,0,0,7.8,12.8,0.614,2.9,3.9,0.744,5.4,8.2,13.5,1,1,1.7,2.8,4.4,18.6,/gleague/players/t/thompsh01d.html,NA,George Mason,NA,G-League
2018-19,WIS,30,13,616,9.3,14.2,0.654,0,0.1,0,9.3,14.1,0.657,3.4,4.7,0.725,7.2,8.6,15.8,1.2,0.7,1.3,3.2,3.6,22,/gleague/players/t/thompsh01d.html,NA,George Mason,NA,G-League
2019-20,EBH,1,0,5,0,0,0,0,0,0,0,0,0,14.4,14.4,1,7.2,7.2,14.4,14.4,0,0,0,0,14.4,/gleague/players/t/thompst01d.html,NA,None,NA,G-League
2017-18,SAN,38,2,445,5.4,10.4,0.523,0.3,0.8,0.4,5.1,9.5,0.534,4.1,5.5,0.75,3.2,9.1,12.3,1.6,1.5,1.9,2.8,7.3,15.3,/gleague/players/t/thomptr02d.html,250,Ohio State,84,G-League
2017-18,CAN,49,43,1765,6.8,16.3,0.417,3.4,8.8,0.389,3.4,7.5,0.45,1.8,2.3,0.774,0.2,2.7,2.9,3.4,0.7,0.1,2.2,1.9,18.8,/gleague/players/t/thornma01d.html,190,William & Mary,76,G-League
2017-18,GRR,15,2,369,10.6,21.3,0.5,3.9,10,0.392,6.7,11.3,0.595,2.4,2.9,0.833,1.2,3.1,4.3,1.9,2.2,0,2.6,2.9,27.6,/gleague/players/t/thornma02d.html,NA,LSU,NA,G-League
2018-19,GRR,35,29,1015,9.8,21.4,0.458,3.8,9.7,0.391,6,11.6,0.515,3.3,4.1,0.817,1.4,3.9,5.3,2.7,1.9,0.3,2.1,2.8,26.7,/gleague/players/t/thornma02d.html,NA,LSU,NA,G-League
2019-20,MEM,28,3,347,4.4,10,0.438,0.4,3.4,0.121,3.9,6.5,0.603,0.9,2,0.474,2,6.3,8.3,0.7,0.7,0.6,2,2.9,10.8,/gleague/players/t/thornra01d.html,235,None,78,G-League
2017-18,ACC,1,1,38,3.8,13.3,0.286,0,3.8,0,3.8,9.5,0.4,5.7,5.7,1,0.9,8.5,9.5,3.8,0.9,0.9,5.7,1.9,13.3,/gleague/players/t/thornsi01d.html,215,South Carolina,77,G-League
2018-19,ACC,6,6,184,5.5,12.5,0.438,1,5.1,0.192,4.5,7.4,0.605,5.3,7,0.75,0.6,3.5,4.1,2.2,1,0.4,3.7,4.5,17.2,/gleague/players/t/thornsi01d.html,215,South Carolina,77,G-League
2019-20,RIO,40,26,1161,4.4,10.3,0.426,1.2,4.2,0.289,3.2,6.1,0.52,1,1.3,0.762,1.3,5.2,6.5,5.7,1.7,1.1,3,3.4,11.4,/gleague/players/t/thornsi01d.html,215,South Carolina,77,G-League
2016-17,RIO,41,2,673,6.7,16.4,0.407,0.7,3.6,0.194,6,12.8,0.467,5.2,8.2,0.641,1.3,3.5,4.8,4,1.3,0.2,3,2.2,19.3,/gleague/players/t/threaja01d.html,165,None,74,G-League
2018-19,SFL,8,4,182,6.5,14.2,0.458,1,2.8,0.357,5.5,11.5,0.483,2,4.5,0.435,1.6,2.6,4.2,6.9,0.8,0.2,4.2,3,16,/gleague/players/t/threaja01d.html,165,None,74,G-League
2019-20,GRR,38,4,607,6.3,14.1,0.45,2.7,7.5,0.365,3.6,6.6,0.545,1.2,1.9,0.625,2.7,5.3,7.9,2.5,2.1,0.5,2.1,3.6,17.4,/gleague/players/t/thurmtr01d.html,225,Nevada,80,G-League
2019-20,TEX,6,0,17,4.2,10.6,0.4,0,4.2,0,4.2,6.4,0.667,8.5,12.7,0.667,4.2,4.2,8.5,0,6.4,0,10.6,2.1,19.1,/gleague/players/t/tienyma01d.html,NA,None,NA,G-League
2018-19,MEM,8,2,145,7.4,15.9,0.469,1,3.5,0.286,6.5,12.4,0.52,1.5,2.7,0.545,4,6.2,10.2,2,1,0.5,2,4.5,17.4,/gleague/players/t/tillmju01d.html,NA,VCU,NA,G-League
2020-21,RAP,14,0,231,6.9,13.7,0.5,1.7,5.3,0.324,5.1,8.4,0.611,1.4,1.9,0.75,2.8,5.1,7.9,2.8,2.5,0.3,1.1,3.7,17.9,/gleague/players/t/tinkltr01d.html,NA,Oregon State,NA,G-League
2019-20,LKL,10,0,168,3.2,7.1,0.455,0.9,2.1,0.4,2.4,4.9,0.478,0.9,1.5,0.571,0.9,2.6,3.4,2.1,1.3,0.4,3,4.7,9.2,/gleague/players/t/tisdajd01d.html,190,None,77,G-League
2016-17,SWR,35,25,936,6.7,12.9,0.516,0.4,2.2,0.196,6.2,10.7,0.581,2.4,3.3,0.729,4.3,7.8,12.2,1.3,1.1,1.8,2.3,4,16.1,/gleague/players/t/tobeymi01d.html,NA,Virginia,NA,G-League
2020-21,GLI,15,2,366,7.2,16.4,0.437,1.7,4.6,0.362,5.5,11.8,0.467,1.4,1.7,0.824,1.2,6,7.2,1.2,0.7,1.1,2.3,3.7,18.2,/gleague/players/t/toddis01d.html,NA,None,NA,G-League
2016-17,RIO,43,33,1436,5.5,11.2,0.49,1.5,4.3,0.337,4,6.8,0.586,2.3,3.3,0.682,1.3,4.8,6.1,3,2.6,0.6,1.7,3.2,14.6,/gleague/players/t/tokotjp01d.html,200,UNC,78,G-League
2020-21,SLS,1,1,19,1.9,7.6,0.25,1.9,3.8,0.5,0,3.8,0,1.9,1.9,1,1.9,1.9,3.8,3.8,0,0,0,1.9,9.5,/gleague/players/t/toolsja01d.html,NA,Utah Valley,NA,G-League
2018-19,SAN,44,16,1048,4.2,9.5,0.438,0.5,1.5,0.341,3.6,8,0.457,1.7,2.9,0.59,3,7.3,10.3,3.2,1.9,1.1,2.2,3.9,10.5,/gleague/players/t/toscaju01d.html,209,Marquette,78,G-League
2019-20,SAN,31,12,900,6.2,12.6,0.494,1,3.8,0.277,5.2,8.9,0.586,1.2,1.7,0.698,2.4,8.8,11.2,3.2,1.7,0.6,3.1,3.5,15.5,/gleague/players/t/toscaju01d.html,209,Marquette,78,G-League
2016-17,RAP,36,13,993,6.1,13.2,0.463,1.3,3.8,0.346,4.8,9.5,0.51,7.4,9.2,0.806,0.4,4.9,5.3,4.7,1.5,0.2,3.6,3.8,21,/gleague/players/t/toupaax01d.html,200,None,78,G-League
2020-21,SAN,9,9,286,7,13.1,0.538,2.1,5.5,0.386,4.9,7.6,0.65,2.1,2.9,0.739,1.3,7.9,9.2,3.8,1.9,0.1,2.4,2.3,20.3,/gleague/players/t/toupaax01d.html,200,None,78,G-League
2016-17,SFL,37,18,931,6.1,12.5,0.485,1.4,3.7,0.368,4.7,8.9,0.533,4.9,6.6,0.749,1.1,3.7,4.8,3.9,1.2,0.5,2.9,4.6,18.4,/gleague/players/t/trawija01d.html,215,None,77,G-League
2018-19,TEX,6,5,206,12.1,23.8,0.507,5.2,10.5,0.5,6.8,13.3,0.513,5.6,6.3,0.889,1.4,4.4,5.8,1.9,1.7,0.3,1.9,1.7,35,/gleague/players/t/trentga01d.html,NA,Duke,NA,G-League
2016-17,WES,9,9,320,7.2,16.1,0.448,1.8,3.5,0.516,5.4,12.6,0.429,5.2,5.7,0.902,0.7,2.9,3.6,6.5,0.9,0,1.8,1.7,21.4,/gleague/players/t/tricetr01d.html,177,Michigan State,74,G-League
2018-19,TOT,36,35,1217,6.7,15.4,0.434,2.2,5.6,0.384,4.5,9.8,0.462,2.5,3.1,0.792,0.7,3.9,4.6,6.7,1.4,0.1,2.5,1.7,18,/gleague/players/t/tricetr01d.html,177,Michigan State,74,G-League
2016-17,TOT,48,12,926,4.6,10.8,0.428,1.4,3.7,0.365,3.3,7.1,0.462,2.2,3,0.75,0.9,3.1,4,3.3,1,0.3,1.9,3.3,12.8,/gleague/players/t/trichbr01d.html,NA,Syracuse,NA,G-League
2020-21,WOL,9,9,237,5.5,14,0.391,2,8.2,0.241,3.5,5.8,0.605,2,3.3,0.591,0.5,5.3,5.8,3.9,0.6,0.5,3,2.7,16.4,/gleague/players/t/trieral01d.html,NA,Arizona,NA,G-League
2017-18,WOL,48,48,1602,6.2,14.1,0.438,1.6,4.7,0.346,4.5,9.3,0.484,3.5,4,0.876,0.4,3.4,3.8,5.7,1,0.2,3.3,2.4,17.4,/gleague/players/t/trimbme01d.html,195,Maryland,75,G-League
2020-21,MEM,15,6,340,4,9.4,0.427,1.2,3.9,0.297,2.9,5.5,0.519,0.8,1.5,0.571,1.7,5.2,6.9,3.2,1.5,0.3,3.2,3.8,10.7,/gleague/players/t/trippja01d.html,NA,Pacific,NA,G-League
2017-18,WES,23,0,177,3.5,7.3,0.472,1.4,2.4,0.583,2,4.9,0.417,1,1.2,0.833,1.2,2.8,4.1,1,1,0.2,2,3.5,9.4,/gleague/players/t/tuachbu01d.html,185,None,78,G-League
2018-19,WES,13,0,166,3.3,7.2,0.455,1.1,3.9,0.278,2.2,3.3,0.667,0.2,0.4,0.5,0.4,4.8,5.2,1.5,1.7,0.4,1.3,3.3,7.8,/gleague/players/t/tuachbu01d.html,185,None,78,G-League
2018-19,TEX,8,0,104,4.8,11.8,0.412,2.8,8,0.348,2.1,3.8,0.545,2.8,3.5,0.8,1.4,4.2,5.5,3.5,1,0.3,2.4,3.5,15.2,/gleague/players/t/tubbsju01d.html,NA,None,NA,G-League
2016-17,SLS,1,0,35,2.1,9.3,0.222,0,4.1,0,2.1,5.1,0.4,2.1,4.1,0.5,1,0,1,0,2.1,0,1,1,6.2,/gleague/players/t/tuckeda02d.html,NA,None,NA,G-League
2018-19,RIO,49,22,1262,6.6,15.1,0.439,3.8,10,0.382,2.8,5,0.554,1.1,1.4,0.776,1.5,3.1,4.6,2.3,1,0.3,2.5,2.1,18.1,/gleague/players/t/tuckeda02d.html,NA,None,NA,G-League
2020-21,WOL,13,6,338,5.4,11.8,0.459,3.6,9.2,0.395,1.8,2.7,0.68,0.4,0.5,0.8,1,3.6,4.6,3.2,1.6,0.5,2.8,3.5,15.3,/gleague/players/t/tuckeda02d.html,NA,None,NA,G-League
2019-20,TOT,19,19,634,8.1,17.3,0.47,2.2,6.2,0.358,5.9,11.1,0.533,4.1,5.7,0.713,0.9,4.2,5.1,2.7,1,0.3,2.7,2.7,25.1,/gleague/players/t/tuckera01d.html,209,Little Rock,75,G-League
2020-21,DBC,15,15,495,6.5,15.1,0.43,1.7,5.5,0.303,4.8,9.5,0.504,3.9,4.7,0.828,0.5,4.7,5.2,4.5,1.2,0.5,3.4,2.6,21.2,/gleague/players/t/tuckera01d.html,209,Little Rock,75,G-League
2016-17,SWR,37,3,448,4.3,10.2,0.425,3.1,7.5,0.409,1.3,2.7,0.471,1.4,1.9,0.708,1,3.9,4.8,1.1,0.7,0.2,1.8,5.5,13.1,/gleague/players/t/turnera01d.html,NA,NC State,NA,G-League
2016-17,REN,39,22,977,1.8,3.6,0.51,0,0.1,0.333,1.8,3.5,0.516,1.3,2.1,0.586,2.4,6,8.4,4.9,1.9,0.2,2.1,2.4,5,/gleague/players/t/tyndama01d.html,210,None,77,G-League
2017-18,MEM,10,0,164,1.8,4.6,0.381,0,0.9,0,1.8,3.7,0.471,1.3,2.2,0.6,4,6.8,10.8,5,1.5,1.1,1.3,2.2,4.8,/gleague/players/t/tyndama01d.html,210,None,77,G-League
2020-21,RAP,9,3,205,5.4,12.5,0.437,1.8,5.3,0.333,3.7,7.2,0.512,1.2,1.8,0.7,0.4,1.4,1.8,5.1,0.7,0.4,2.6,3.2,15.1,/gleague/players/t/tyreebr01d.html,195,Ole Miss,74,G-League
2018-19,TEX,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,/gleague/players/u/ugochst01d.html,NA,None,NA,G-League
2019-20,"NAS",1,0,24,4.5,7.5,0.6,0,0,0,4.5,7.5,0.6,0,0,0,3,3,6,0,1.5,1.5,0,6,9,/gleague/players/u/ugochst01d.html,NA,None,NA,G-League
2016-17,"NAS",1,1,36,6,17,0.353,1,4,0.25,5,13,0.385,0,0,0,1,4,5,9,3,0,4,4,13,/gleague/players/u/ulisty01d.html,160,Kentucky,70,G-League
2018-19,WCB,5,4,132,7.6,19.6,0.389,1.4,5.2,0.263,6.3,14.5,0.434,8.2,9.8,0.833,0.8,3.5,4.4,9.3,2.2,0.3,3.5,2.2,24.8,/gleague/players/u/ulisty01d.html,160,Kentucky,70,G-League
2019-20,STK,8,6,99,6.2,16,0.386,0.7,3.3,0.222,5.5,12.7,0.429,4,4.4,0.917,0,2.2,2.2,10.5,2.2,0.4,5.1,5.1,19.6,/gleague/players/u/ulisty01d.html,160,Kentucky,70,G-League
2016-17,GRR,34,13,739,3.5,9.7,0.357,2.7,7.1,0.384,0.7,2.6,0.283,1.1,1.6,0.667,0.9,4.1,5,1.5,0.8,0.3,1,2.9,10.7,/gleague/players/u/upshaze01d.html,215,None,78,G-League
2017-18,GRR,41,5,812,5.2,12.5,0.417,4,9.8,0.412,1.2,2.7,0.435,1,1.1,0.88,0.7,3.6,4.3,1.3,1.1,0,1.4,1.2,15.5,/gleague/players/u/upshaze01d.html,215,None,78,G-League
2016-17,TOT,37,9,902,6.1,12.7,0.484,1.2,2.6,0.462,4.9,10.1,0.49,2.8,3.3,0.855,2.8,6.6,9.4,2.4,1.2,1.4,2.4,2.2,16.3,/gleague/players/u/uthofja01d.html,220,Iowa,81,G-League
2017-18,FOR,50,44,1632,7,15.1,0.461,2,5.3,0.381,5,9.9,0.503,2.2,2.7,0.82,2.4,6.9,9.3,2.8,1,1.2,1.5,2.2,18.2,/gleague/players/u/uthofja01d.html,220,Iowa,81,G-League
2019-20,MEM,34,34,1185,7.7,15.7,0.49,2.1,5.8,0.363,5.6,10,0.564,1.5,1.9,0.79,2.6,8.4,11,3.1,1.4,1.2,1.7,2.2,19.6,/gleague/players/u/uthofja01d.html,220,Iowa,81,G-League
2020-21,EBH,14,14,421,6.8,13.4,0.503,2.5,6.5,0.382,4.3,6.9,0.617,1.2,1.5,0.778,1.8,8.7,10.5,3.6,1,1.2,1.6,1.9,17.9,/gleague/players/u/uthofja01d.html,220,Iowa,81,G-League
2016-17,TOT,33,5,688,4.5,11.3,0.398,2.9,7.3,0.396,1.6,4,0.403,0.6,0.7,0.846,0.2,3.7,3.9,1.9,1.1,0.3,1.1,4.2,12.5,/gleague/players/v/vadenro01d.html,NA,Alabama-Birmingham,NA,G-League
2016-17,WCB,3,3,118,8.5,17.1,0.5,6.4,11.9,0.538,2.1,5.2,0.412,2.4,2.7,0.889,1.8,7.6,9.5,6.7,1.5,0.3,5.8,3.4,25.9,/gleague/players/v/valende01d.html,220,Michigan State,76,G-League
2019-20,WCB,1,1,32,11.3,23.6,0.476,4.5,10.1,0.444,6.8,13.5,0.5,1.1,1.1,1,2.3,18,20.3,9,1.1,0,6.8,1.1,28.1,/gleague/players/v/valende01d.html,220,Michigan State,76,G-League
2018-19,SBL,2,0,14,0,5.1,0,0,2.6,0,0,2.6,0,0,0,0,0,5.1,5.1,7.7,0,0,2.6,2.6,0,/gleague/players/v/vanbewe01d.html,NA,None,NA,G-League
2018-19,DBC,4,0,65,6.6,11.6,0.571,1.1,1.7,0.667,5.5,10,0.556,1.7,5.5,0.3,7.2,10,17.2,1.1,3.3,0,6.1,5.5,16.1,/gleague/players/v/vandeja02d.html,NA,Kentucky,NA,G-League
2019-20,TOT,20,9,536,7.8,15.1,0.516,0.5,2.1,0.258,7.3,13,0.557,2.2,3.6,0.611,4.6,9,13.6,3,1.8,1.5,4.6,3.3,19.7,/gleague/players/v/vandeja02d.html,NA,Kentucky,NA,G-League
2016-17,RAP,16,16,518,6.2,15.2,0.406,1.5,3.8,0.407,4.7,11.5,0.406,4.9,5.8,0.843,0.8,3.1,3.9,8.5,1.7,0.1,3.1,2.2,18.8,/gleague/players/v/vanvlfr01d.html,NA,Wichita State,NA,G-League
2018-19,MEM,6,0,45,3.2,7.2,0.444,0,0,0,3.2,7.2,0.444,5.6,8.8,0.636,4,5.6,9.6,0,0,2.4,5.6,6.4,12,/gleague/players/v/varnaja01d.html,230,Mississippi State,81,G-League
2016-17,WES,3,0,50,10.1,21.6,0.467,5,12.2,0.412,5,9.4,0.538,1.4,2.2,0.667,0.7,6.5,7.2,0.7,0.7,0,2.9,0,26.6,/gleague/players/v/vaughra01d.html,NA,UNLV,NA,G-League
2018-19,TOT,51,28,1395,7.3,17.8,0.409,3.3,8.5,0.391,3.9,9.3,0.425,2.5,3,0.845,0.9,4.5,5.4,3.2,1.2,0.3,2.3,2.6,20.4,/gleague/players/v/vaughra01d.html,NA,UNLV,NA,G-League
2017-18,RIO,19,5,228,3.2,9.2,0.345,1.7,4.7,0.367,1.4,4.4,0.321,2.1,3.3,0.619,1.6,5.5,7.1,1.9,1.4,0.9,2.4,6.2,10.1,/gleague/players/v/victocr01d.html,225,None,79,G-League
2018-19,STK,25,3,446,6.4,16.7,0.382,2.4,8.3,0.291,4,8.4,0.471,1.8,2.5,0.71,1,3.3,4.4,4.9,1.5,0.7,2.2,4.4,17,/gleague/players/v/vincega01d.html,225,UCSB,80,G-League
2019-20,TOT,31,3,908,8.8,19.8,0.446,5.1,12.6,0.404,3.7,7.2,0.519,1.9,2,0.922,0.9,2.9,3.8,2.8,1.4,0.3,1.9,3.9,25.7,/gleague/players/v/vincega01d.html,225,UCSB,80,G-League
2019-20,CAN,30,29,932,5.7,12.4,0.461,2.1,5.3,0.399,3.6,7.1,0.508,1.9,2.3,0.847,1.8,6.8,8.7,2.8,1,1.5,1.6,2.4,16.5,/gleague/players/w/wadede01d.html,228,Kansas State,81,G-League
2016-17,DEL,15,10,422,6.1,12.6,0.486,0.6,1.9,0.318,5.5,10.7,0.516,2,3.2,0.632,2,3.2,5.2,1.6,1.5,0.4,1.8,3.6,14.9,/gleague/players/w/wadelo01d.html,NA,San Diego State,NA,G-League
2016-17,TOT,14,2,313,2.3,5.8,0.4,0.8,2.3,0.35,1.5,3.5,0.433,2.8,3.5,0.8,0.2,1.7,2,2.3,1.4,0.3,1.4,4.4,8.2,/gleague/players/w/wadema01d.html,175,None,74,G-League
2016-17,TOT,31,3,758,8.6,17.3,0.497,2.2,4.8,0.451,6.4,12.4,0.515,2,2.9,0.694,0.1,3.9,4,2.3,0.9,0.6,3,2.5,21.4,/gleague/players/w/wafervo01d.html,210,Florida State,77,G-League
2018-19,SBL,6,6,167,8.4,17.2,0.488,2.6,8,0.324,5.8,9.3,0.628,1.9,3.9,0.5,1.3,6.3,7.5,3.9,0.6,0.9,2.4,4.1,21.3,/gleague/players/w/wagnemo01d.html,NA,Michigan,NA,G-League
2016-17,FOR,3,0,17,2.1,10.6,0.2,0,0,0,2.1,10.6,0.2,4.2,4.2,1,2.1,4.2,6.4,0,0,2.1,0,4.2,8.5,/gleague/players/w/walkean02d.html,220,Texas-Arlington,81,G-League
2017-18,TEX,27,0,225,3.4,5.6,0.6,0,0,0,3.4,5.6,0.6,2.1,3,0.684,3.4,4.6,8,0.8,0.8,1.9,1.3,5.3,8.8,/gleague/players/w/walkean02d.html,220,Texas-Arlington,81,G-League
2018-19,STK,37,12,503,5.7,9.2,0.625,0,0,0,5.7,9.2,0.625,2.3,4.1,0.561,4.2,5.7,9.9,0.9,0.8,3.4,3.5,6.2,13.7,/gleague/players/w/walkean02d.html,220,Texas-Arlington,81,G-League
2016-17,SFL,25,5,537,6.9,18,0.384,5.4,14,0.388,1.5,4,0.373,2.3,2.7,0.829,0.5,6.5,7,2.5,1.6,1.3,1.7,4.8,21.5,/gleague/players/w/walkebi01d.html,220,Kansas State,78,G-League
2016-17,RIO,47,4,622,5.8,9.9,0.585,0.1,0.3,0.333,5.7,9.5,0.594,4.3,5.8,0.733,4.5,6,10.5,1.5,1.4,2.4,2.2,5.2,16,/gleague/players/w/walkech01d.html,200,Florida,81,G-League
2017-18,RIO,48,0,813,8.6,14,0.614,0,0.4,0.111,8.5,13.6,0.629,4.2,7,0.605,4.8,7.1,11.9,2.1,0.8,2.4,2.7,3.9,21.4,/gleague/players/w/walkech01d.html,200,Florida,81,G-League
2018-19,RIO,49,5,868,6.1,10.3,0.593,0,0.1,0,6.1,10.2,0.6,3,5.5,0.541,4.5,7,11.5,2.2,1.3,2.5,3.1,3.9,15.2,/gleague/players/w/walkech01d.html,200,Florida,81,G-League
