Season,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_href,Weight,College,Height,Lg
2017-18,WCB,32,32,1224,10.3,22.4,0.462,2.6,7.5,0.354,7.7,14.9,0.516,6.8,7.9,0.862,0.7,5.6,6.3,3.7,1.1,0.4,2.7,1.7,30.1,/gleague/players/b/blakean02d.html,197,LSU,76,G-League
2018-19,WCB,2,2,71,8.1,19.8,0.41,1,2.5,0.4,7.1,17.2,0.412,2,3,0.667,1,8.1,9.1,3.5,0.5,0,2,4.1,19.3,/gleague/players/b/blakean02d.html,197,LSU,76,G-League
2020-21,CAN,15,4,399,8,17.8,0.452,1.4,6.9,0.211,6.6,10.9,0.603,1.7,2.2,0.792,1.1,4.8,5.9,3,1.1,0.4,3.6,2,20.4,/gleague/players/b/blakean02d.html,197,LSU,76,G-League
2017-18,WIS,3,0,39,4.6,13.8,0.333,0,7.4,0,4.6,6.5,0.714,1.8,2.8,0.667,0,3.7,3.7,1.8,0.9,0,1.8,0.9,11.1,/gleague/players/b/blamojo01d.html,NA,None,NA,G-League
2016-17,SLS,39,10,736,3.5,11.3,0.313,3.1,9.7,0.318,0.4,1.6,0.281,0.6,0.9,0.684,0.3,3.6,3.9,1.5,1.2,0.1,1,3,10.8,/gleague/players/b/blandja01d.html,NA,None,NA,G-League
2019-20,"NAS",35,0,564,3.6,8.9,0.4,0.8,2.9,0.267,2.8,6.1,0.463,1,1.1,0.882,1.8,4.5,6.3,2.3,0.9,0.5,1.4,2.2,9.6,/gleague/players/b/blevike01d.html,201,Montana State,77,G-League
2017-18,AUS,50,48,1481,8.6,15.7,0.548,0.5,1.8,0.301,8.1,13.9,0.579,2.3,2.9,0.785,2.8,7,9.8,1.6,1,0.5,1.7,2.2,20.1,/gleague/players/b/blossja01d.html,220,Clemson,78,G-League
2018-19,TOT,35,31,1168,7.7,16.9,0.459,1.4,4.5,0.308,6.3,12.4,0.514,3.1,4.4,0.706,1.7,6.2,7.9,2.3,0.8,1.2,2,2.1,20,/gleague/players/b/blossja01d.html,220,Clemson,78,G-League
2019-20,TOT,42,24,1237,7.2,14.8,0.488,1.4,5.3,0.257,5.8,9.5,0.618,2.3,2.8,0.804,2.2,6.9,9,2.2,1,0.5,1.6,1.8,19.5,/gleague/players/b/blossja01d.html,220,Clemson,78,G-League
2016-17,LOS,47,46,1638,7.9,18.2,0.435,1.9,5.3,0.351,6,12.8,0.469,8,9.9,0.807,0.9,4.3,5.3,3.1,1.7,0.1,2.2,2.2,25.6,/gleague/players/b/blueva01d.html,196,Marquette,76,G-League
2017-18,SBL,15,13,520,6.6,17,0.39,2.2,6.7,0.33,4.4,10.3,0.43,4.2,5.1,0.824,0.5,3.2,3.7,5.5,1.5,0.1,2.8,2.3,19.7,/gleague/players/b/blueva01d.html,196,Marquette,76,G-League
2018-19,TOT,39,14,1080,4.8,12.7,0.381,1,4,0.258,3.8,8.7,0.437,3.1,4.1,0.758,0.9,4,5,2.8,1.4,0,2.1,2.6,13.8,/gleague/players/b/blueva01d.html,196,Marquette,76,G-League
2019-20,SAN,14,7,348,4,10.4,0.386,2,4.4,0.442,2.1,6,0.345,1.4,1.9,0.778,0.2,3.3,3.5,2.2,0.9,0,2.4,3.1,12.5,/gleague/players/b/blueva01d.html,196,Marquette,76,G-League
2018-19,TOT,24,7,596,6,15,0.398,3.1,8.1,0.381,2.9,6.9,0.417,2.6,2.8,0.915,1.6,4.5,6.1,2.7,1.3,0.4,1.7,3.1,17.6,/gleague/players/b/bluietr01d.html,198,Xavier,77,G-League
2019-20,SLS,41,15,1204,6.3,12.9,0.488,3.3,7.8,0.425,3,5.1,0.586,1.6,2,0.788,0.4,3.8,4.2,3,1.2,0.2,2.2,2.5,18.3,/gleague/players/b/bluietr01d.html,198,Xavier,77,G-League
2020-21,SLS,15,0,337,4.1,14.6,0.277,2.8,9.6,0.289,1.3,5,0.255,1.3,1.7,0.75,1,4.5,5.4,2.1,0.4,0,1.8,2.4,12.8,/gleague/players/b/bluietr01d.html,198,Xavier,77,G-League
2018-19,TOT,11,4,220,4.7,11.5,0.414,2.5,6.7,0.366,2.3,4.7,0.483,0.5,1,0.5,0.5,3.4,3.9,7.2,1.3,0.2,3.1,3.3,12.4,/gleague/players/b/boatrry01d.html,170,UConn,71,G-League
2020-21,MEM,15,6,362,6.4,15.9,0.4,4.2,11.1,0.375,2.2,4.8,0.458,1.1,1.7,0.647,1.8,8.1,9.8,1.7,0.7,0.2,1.9,2.9,19,/gleague/players/b/boatwbe01d.html,235,USC,82,G-League
2019-20,WIS,41,0,752,7.6,15.9,0.474,0.9,3.4,0.268,6.7,12.5,0.531,2.1,2.9,0.721,1,3.9,4.8,4.1,1.3,0.4,3,2.3,19.7,/gleague/players/b/boguesh01d.html,195,Stephen F. Austin,75,G-League
2018-19,MAI,43,18,895,5.8,9.5,0.603,0.2,0.6,0.286,5.6,9,0.623,1.6,2.9,0.534,4.5,10.7,15.2,5.5,0.9,2.7,2.4,3.9,13.2,/gleague/players/b/bohanjo01d.html,210,UTEP,83,G-League
2019-20,MAI,27,3,421,4.9,8.7,0.559,0.4,0.9,0.455,4.4,7.8,0.571,2.1,3.1,0.667,4.1,11.3,15.4,4.5,0.8,3.2,2.5,5,13.3,/gleague/players/b/bohanjo01d.html,210,UTEP,83,G-League
2019-20,WCB,8,0,154,9.6,16.6,0.577,0.9,2.6,0.364,8.6,14,0.617,1.4,1.4,1,4.2,6.5,10.8,0,0.2,4.2,2.1,1.9,22.4,/gleague/players/b/bolbo01d.html,208,Oregon,86,G-League
2018-19,DBC,8,8,248,6.2,15,0.417,2.6,7.5,0.346,3.6,7.4,0.49,2.6,4.8,0.545,3.2,10.5,13.6,3.8,1.7,0.9,3.5,3.8,17.7,/gleague/players/b/boldejo01d.html,215,UCLA,82,G-League
2019-20,DBC,14,14,346,6,11.9,0.509,2.2,6,0.362,3.8,5.8,0.661,1.7,2.6,0.64,2.4,7.7,10.1,4.6,1.1,0.2,3.7,3.7,17,/gleague/players/b/boldejo01d.html,215,UCLA,82,G-League
2016-17,AUS,26,0,227,5.1,12.5,0.405,0.8,3.3,0.238,4.3,9.2,0.466,2.5,3.2,0.8,2.7,6.3,9,2.2,1.3,1.1,1.7,4.1,13.5,/gleague/players/b/boldema01d.html,NA,None,NA,G-League
2019-20,CAN,38,27,720,7.5,12.5,0.6,0.1,0.5,0.182,7.4,11.9,0.619,1.9,2.6,0.736,4.6,8.1,12.8,2.2,0.7,2.8,2.9,3,18.5,/gleague/players/b/boldema02d.html,250,Duke,83,G-League
2020-21,CAN,10,10,239,5.4,10.7,0.507,0,0.2,0,5.4,10.5,0.514,2,2.3,0.867,3.9,7.4,11.3,1.5,0,3.2,2.3,2,13.9,/gleague/players/b/boldema02d.html,250,Duke,83,G-League
2016-17,SLS,24,22,826,6,11,0.544,1,2,0.468,5,8.9,0.561,4.5,6.4,0.705,4.9,9,13.9,1.9,0.7,1.3,2.3,2.6,17.4,/gleague/players/b/bolomjo01d.html,231,Weber State,81,G-League
2017-18,WIS,30,29,997,7.1,12.8,0.559,0.5,1.7,0.313,6.6,11,0.598,2.9,3.6,0.8,3.7,6.7,10.4,1.2,0.9,0.8,1.9,1.7,17.7,/gleague/players/b/bolomjo01d.html,231,Weber State,81,G-League
2016-17,WES,45,4,837,6.4,13.5,0.475,0.6,1.5,0.389,5.8,12,0.486,1.1,2.4,0.464,4.9,7.4,12.3,2.5,1.3,0.4,1.6,5.2,14.5,/gleague/players/b/bondja01d.html,NA,Temple,NA,G-League
2018-19,RIO,47,0,809,4.3,12.4,0.348,1.2,4.4,0.263,3.2,8,0.394,2,2.7,0.733,1.6,4.8,6.5,6.7,2.2,1.2,3.9,4,11.7,/gleague/players/b/bondti01d.html,160,Eastern Michigan,79,G-League
2019-20,WES,35,4,627,5.6,12.7,0.437,1.8,4,0.443,3.8,8.7,0.434,0.9,1.3,0.682,1,5.1,6.1,6.7,1.3,1.5,4.5,5.2,14.2,/gleague/players/b/bondti01d.html,160,Eastern Michigan,79,G-League
2019-20,GRR,31,30,986,7.4,17.2,0.428,2.8,7.4,0.379,4.6,9.8,0.465,1.7,2.2,0.77,0.6,3.1,3.7,8,1,0.1,3.4,2.2,19.9,/gleague/players/b/bonejo01d.html,180,Tennessee,75,G-League
2020-21,DBC,15,3,372,6,15.8,0.38,2.5,7.5,0.338,3.5,8.3,0.419,1.3,1.5,0.867,0.6,4,4.5,5.5,2.4,0,2.1,1.4,16.6,/gleague/players/b/bonejo01d.html,180,Tennessee,75,G-League
2018-19,SBL,31,29,869,5.5,12.6,0.438,1.4,4,0.344,4.1,8.6,0.481,2.9,3.5,0.812,2.4,5.6,7.9,3.3,1.5,1.4,3.7,4.1,15.2,/gleague/players/b/bongais01d.html,180,None,80,G-League
2016-17,"NAS",42,40,1333,6.2,15.8,0.392,2.1,6,0.344,4.2,9.9,0.422,3,4.3,0.709,1,3.6,4.6,6,1.4,0.1,2.8,2.9,17.5,/gleague/players/b/bookeas01d.html,170,Colorado,73,G-League
2017-18,TOT,36,34,1143,6.2,15.2,0.409,2.2,6.9,0.318,4,8.3,0.485,3.1,3.8,0.81,0.8,3.8,4.5,6.8,1.8,0.1,3.7,2.7,17.7,/gleague/players/b/bookeas01d.html,170,Colorado,73,G-League
2018-19,AUS,12,4,195,3.1,8.1,0.386,1.5,4.6,0.32,1.7,3.5,0.474,0,0,0,0.7,2.8,3.5,7,1.1,0.2,2.8,3.9,7.8,/gleague/players/b/bookede01d.html,NA,None,NA,G-League
2019-20,CGG,36,11,776,6.5,15.9,0.408,2.6,8,0.326,3.9,7.9,0.491,1.7,2.1,0.8,1,3.4,4.4,4.1,1.5,0.3,2.2,3.4,18.5,/gleague/players/b/boothph01d.html,190,Villanova,75,G-League
2020-21,OKL,6,3,115,5.6,14.7,0.383,3.8,10.6,0.353,1.9,4.1,0.462,0.6,0.6,1,0.6,3.8,4.4,4.1,0.6,0,0.3,2.5,16.3,/gleague/players/b/boothph01d.html,190,Villanova,75,G-League
2017-18,SAN,20,8,444,7.4,15.7,0.469,0.9,4.1,0.22,6.5,11.7,0.556,3.4,5.5,0.618,4.5,7.6,12.1,1.2,0.8,3.5,1.5,3.7,19.1,/gleague/players/b/bouchch01d.html,200,Oregon,83,G-League
2018-19,RAP,28,28,957,10.2,20,0.509,2.3,7.3,0.32,7.9,12.7,0.618,5.9,7.7,0.762,3.1,8.9,12,1.2,1.3,4.3,2.2,3.1,28.6,/gleague/players/b/bouchch01d.html,200,Oregon,83,G-League
2020-21,LIN,14,1,289,5.1,11.7,0.436,2.6,7.2,0.362,2.5,4.5,0.556,0.4,0.7,0.5,0.7,4.4,5.1,2.1,1.4,0.2,1.1,3.2,13.6,/gleague/players/b/bowdejo01d.html,NA,Tennessee,NA,G-League
2019-20,FOR,29,28,983,5.7,13,0.435,1.6,4.9,0.338,4,8.2,0.493,2.7,3.1,0.872,1.8,6.4,8.2,1.8,1,0.9,1.6,2,17.1,/gleague/players/b/bowenbr01d.html,190,None,78,G-League
2020-21,FOR,15,11,513,4.4,12.1,0.364,1.6,5.3,0.303,2.8,6.8,0.412,1.4,1.8,0.8,1.5,6.5,8,2.8,1,0.5,2,2.4,12.6,/gleague/players/b/bowenbr01d.html,190,None,78,G-League
2018-19,WIS,8,0,135,5.6,15.2,0.368,0.8,2.7,0.3,4.8,12.5,0.383,2.1,2.7,0.8,6.7,5.9,12.5,4,1.3,1.3,1.6,3.7,14.1,/gleague/players/b/bowerci01d.html,NA,None,NA,G-League
2019-20,SAN,12,12,381,6.6,14.8,0.446,1,5.3,0.196,5.6,9.5,0.584,1.2,1.7,0.722,1.6,5.1,6.7,6.1,1.3,0.9,2.4,2.9,16.4,/gleague/players/b/bowmaky01d.html,187,Boston College,73,G-League
2020-21,ACC,6,2,139,5.2,14.5,0.357,1.3,5.2,0.25,3.9,9.3,0.417,1,1.3,0.8,0.8,3.9,4.7,3.6,1.6,0.5,2.8,5.2,14,/gleague/players/b/bowmaky01d.html,187,Boston College,73,G-League
2018-19,RIO,28,0,474,6.5,15.8,0.409,4.2,11.5,0.362,2.3,4.3,0.536,2.6,3.6,0.723,0.9,5.2,6.1,1.8,1.4,0.5,2,2.8,19.7,/gleague/players/b/boykija01d.html,180,None,78,G-League
2019-20,TOT,34,12,873,6.7,15.6,0.429,4.2,11.2,0.375,2.5,4.4,0.566,0.9,1.4,0.667,0.9,3.7,4.6,1.9,1.3,0.6,1.9,2.9,19,/gleague/players/b/boykija01d.html,180,None,78,G-League
2017-18,SFL,33,1,438,4.3,9.5,0.452,1.3,3.8,0.348,3,5.7,0.522,1.9,2.1,0.885,0.8,3.5,4.3,5.1,0.9,0.1,2.1,3,11.8,/gleague/players/b/bradlja01d.html,180,None,73,G-League
2017-18,SLS,24,24,710,8.2,14,0.581,0,0.2,0,8.2,13.8,0.59,2.4,3,0.814,4.6,7.7,12.2,1.6,0.9,1.6,2,4.3,18.8,/gleague/players/b/bradlto01d.html,NA,UNC,NA,G-League
2018-19,SLS,20,20,509,8.6,14.7,0.587,0.4,1.6,0.261,8.2,13.1,0.627,1.3,3,0.452,4.3,5.7,10,1.8,0.4,1.6,2.1,4.2,19,/gleague/players/b/bradlto01d.html,NA,UNC,NA,G-League
2016-17,REN,25,0,342,4.7,12.1,0.391,0.4,1.8,0.235,4.3,10.3,0.418,1.9,2.2,0.857,0.5,3.7,4.2,5.6,1.6,0.3,4.4,4.1,11.8,/gleague/players/b/brancja01d.html,170,None,75,G-League
2017-18,SBL,50,7,1076,6.9,16.3,0.423,1.5,4.7,0.314,5.4,11.6,0.467,2.5,4.2,0.591,3.4,6.3,9.7,1.8,2.2,1.3,2.5,2.5,17.8,/gleague/players/b/brancst01d.html,208,None,77,G-League
2018-19,SLS,50,34,1252,3.8,8.7,0.436,1,3.5,0.295,2.8,5.2,0.53,1.1,1.5,0.712,1.5,5.4,6.9,1.7,2,1.9,1.7,2.9,9.7,/gleague/players/b/brancst01d.html,208,None,77,G-League
2019-20,SLS,33,33,1070,7.9,15.3,0.515,1.8,5.3,0.333,6.1,9.9,0.614,2.2,2.9,0.744,1.3,7.2,8.4,4.1,1.6,0.5,3.3,3.1,20.9,/gleague/players/b/brantja01d.html,255,College of Charleston,77,G-League
2017-18,HAW,1,1,15,2.4,7.2,0.333,0,4.8,0,2.4,2.4,1,0,0,0,0,7.2,7.2,2.4,0,0,2.4,7.2,4.8,/gleague/players/b/braswch01d.html,NA,None,NA,G-League
2017-18,SLS,45,34,1469,4,8.8,0.455,1.9,4.8,0.392,2.1,4,0.53,1.4,1.8,0.781,0.9,5.1,6,3.3,1.7,0.3,1.1,2.8,11.2,/gleague/players/b/braunta01d.html,210,North Dakota State,79,G-League
2019-20,WES,24,24,803,8.7,17.4,0.5,2,5.9,0.344,6.7,11.5,0.58,2.1,3,0.687,1.9,5.9,7.8,3.1,0.7,0.4,2.8,2.8,22.5,/gleague/players/b/brazdig01d.html,221,Michigan,78,G-League
2020-21,WES,12,12,409,8.4,18,0.466,1.6,6.2,0.257,6.8,11.8,0.575,2.5,3.1,0.8,2.8,7.6,10.4,3.8,0.9,0.3,2.8,2,22,/gleague/players/b/brazdig01d.html,221,Michigan,78,G-League
2017-18,AUS,48,4,1085,4.2,6.9,0.606,0,0,0,4.2,6.9,0.606,2.2,3.6,0.607,3.6,8.3,11.8,1.1,0.6,4.1,2.2,4.7,10.5,/gleague/players/b/brimaam01d.html,230,UConn,82,G-League
2018-19,AUS,47,8,1097,5.7,9,0.633,0,0,0,5.7,9,0.633,2.1,6.3,0.333,4.7,8,12.6,2,0.4,4.5,3.8,4.9,13.5,/gleague/players/b/brimaam01d.html,230,UConn,82,G-League
2020-21,FOR,10,9,235,5.1,8.9,0.569,0,0,0,5.1,8.9,0.569,1.1,1.8,0.583,4.4,8.7,13.2,1.4,0.5,4,1.8,3.4,12.3,/gleague/players/b/brimaam01d.html,230,UConn,82,G-League
2018-19,LKL,2,2,62,7,13.4,0.522,1.2,2.3,0.5,5.8,11,0.526,3.5,5.2,0.667,0,0,0,8.1,1.7,0.6,1.7,5.2,18.6,/gleague/players/b/briscis01d.html,NA,Kentucky,NA,G-League
2020-21,WOL,12,6,366,6.1,15.7,0.388,1.1,4,0.268,5,11.7,0.429,2.5,3,0.833,1,5.5,6.5,5.1,1.2,0.1,3,3.7,17.1,/gleague/players/b/briscis01d.html,NA,Kentucky,NA,G-League
2019-20,RAP,30,21,834,6.5,15.7,0.415,1.5,5.7,0.263,5,10,0.502,2.4,3.4,0.718,2.7,5.7,8.4,2.1,1.2,0.9,2,3,19,/gleague/players/b/brissos01d.html,210,Syracuse,80,G-League
2020-21,FOR,12,10,415,6.7,15.3,0.438,2.3,6.8,0.333,4.4,8.5,0.52,1.9,2.6,0.733,3.6,6.5,10.1,2.3,1,0.7,1.9,2.3,19.3,/gleague/players/b/brissos01d.html,210,Syracuse,80,G-League
2019-20,CPK,42,4,880,6.7,15,0.445,3.9,9.8,0.397,2.8,5.2,0.535,0.8,1,0.792,0.5,5.1,5.6,2.1,1.1,0.4,1.6,2.5,18.3,/gleague/players/b/brookar01d.html,185,Houston,75,G-League
2020-21,RIO,15,1,459,6.7,15.6,0.427,4.5,11.9,0.375,2.2,3.7,0.596,1.3,1.3,0.941,0.5,3.8,4.4,3.5,1.3,0,1.1,2.1,19.8,/gleague/players/b/brookar01d.html,185,Houston,75,G-League
2016-17,TOT,15,1,278,4,12.2,0.33,0.5,2.8,0.182,3.5,9.3,0.375,2.6,3.2,0.8,1.2,3.4,4.5,6.5,1.8,0.4,2.6,4.4,11.1,/gleague/players/b/brookde01d.html,NA,Creighton,NA,G-League
2016-17,WCB,50,47,1168,6.6,13.9,0.476,1.7,4.7,0.364,4.9,9.2,0.534,1.4,1.8,0.81,3.2,4.8,8,1.4,1.1,2.9,1.6,5,16.4,/gleague/players/b/brownal01d.html,231,Green Bay,85,G-League
2016-17,ERI,24,24,906,6.6,14.1,0.466,2.3,4.8,0.467,4.3,9.2,0.466,4,5,0.808,0.6,4.6,5.2,3,1,0.2,3,2.6,19.4,/gleague/players/b/brownan02d.html,210,Stanford,79,G-League
2017-18,WOL,45,43,1695,6.8,14.8,0.459,2.1,5.2,0.402,4.7,9.5,0.49,2.4,3,0.797,0.5,4.1,4.6,3.4,0.6,0.3,2.6,2,18.1,/gleague/players/b/brownan02d.html,210,Stanford,79,G-League
2018-19,LKL,27,16,783,6,14.2,0.421,2.1,5.9,0.352,3.9,8.3,0.47,2,2.4,0.811,1.1,5.7,6.8,2.9,1.2,0.6,2.6,2.4,16,/gleague/players/b/brownan02d.html,210,Stanford,79,G-League
2019-20,WOL,43,13,1092,6.8,15,0.455,2.9,7.4,0.391,3.9,7.6,0.517,1.8,2.1,0.831,0.8,3.3,4.1,3.1,1.5,0.5,1.8,2.7,19.2,/gleague/players/b/brownba01d.html,195,None,75,G-League
2020-21,GLI,12,11,271,4.4,11.3,0.388,1.7,6,0.289,2.7,5.3,0.5,0.5,0.7,0.8,0.3,2.8,3.1,6.2,0.5,0.1,3.5,1.9,11.6,/gleague/players/b/brownbo01d.html,NA,Cal State Fullerton,NA,G-League
2018-19,GRR,2,2,66,6.5,15.8,0.414,0,2.2,0,6.5,13.6,0.48,3.8,6,0.636,2.7,4.9,7.6,3.8,0.5,2.2,2.2,3.3,16.9,/gleague/players/b/brownbr02d.html,NA,Miami (FL),NA,G-League
2019-20,MAI,34,34,994,6.7,15.5,0.436,4.5,10.7,0.424,2.2,4.8,0.462,1.1,1.4,0.725,0.6,4,4.6,3,1.1,0.2,2.7,2.3,19.8,/gleague/players/b/brownbr03d.html,198,Auburn,75,G-League
2020-21,WES,9,2,154,3.7,11.7,0.32,2.6,8.4,0.306,1.2,3.3,0.357,0.9,1.4,0.667,0,4.2,4.2,2.6,1.6,0,1.2,2.8,11.5,/gleague/players/b/brownbr03d.html,198,Auburn,75,G-League
2019-20,TEX,42,37,770,4.6,8.9,0.513,0,0,0,4.6,8.9,0.513,1.1,2.2,0.5,4.5,7.5,12.1,1.7,0.7,1.7,1.9,4.6,10.8,/gleague/players/b/brownch01d.html,245,None,81,G-League
2019-20,CPK,28,28,932,6.8,16,0.424,1.2,4.8,0.256,5.6,11.2,0.497,2.3,2.6,0.868,1.4,5.9,7.3,3.2,1.7,1.4,2.8,2.9,18.7,/gleague/players/b/brownch02d.html,199,St. Joseph's,78,G-League
2020-21,WOL,13,12,389,5.5,12.2,0.447,2,5.7,0.355,3.4,6.5,0.529,1.3,1.6,0.824,1.3,5.4,6.7,2.4,2,0.6,3.1,2.7,15.1,/gleague/players/b/brownch02d.html,199,St. Joseph's,78,G-League
2018-19,GRR,11,0,145,5,14.4,0.345,1.2,6.7,0.185,3.7,7.7,0.484,2.2,2.7,0.818,1.2,3.5,4.7,1.7,1.5,0,3,3.2,13.4,/gleague/players/b/brownel02d.html,NA,None,NA,G-League
2020-21,SAN,3,0,43,4.2,11.7,0.357,3.3,6.7,0.5,0.8,5,0.167,0,0,0,1.7,3.3,5,1.7,0,0.8,1.7,2.5,11.7,/gleague/players/b/brownis01d.html,NA,Northern Iowa,NA,G-League
2016-17,SAN,9,0,243,9,17.3,0.521,4.1,7.6,0.549,4.9,9.8,0.5,7.6,8.6,0.879,0.6,4.4,5,4,0.4,0.3,3.3,2.4,29.8,/gleague/players/b/brownja03d.html,214,Missouri,78,G-League
2017-18,SAN,8,8,250,7.6,17.4,0.438,3.3,9.6,0.343,4.3,7.8,0.556,1.9,2.6,0.722,0.1,2.3,2.4,3.2,1,0,3,3.5,20.4,/gleague/players/b/brownja03d.html,214,Missouri,78,G-League
2019-20,RIO,8,0,90,4.8,16,0.3,2.8,13.2,0.212,2,2.8,0.714,3.6,4.4,0.818,0.4,3.2,3.6,2,2.4,0,2,2.4,19.6,/gleague/players/b/brownja03d.html,214,Missouri,78,G-League
2017-18,DEL,2,1,44,4.9,9.8,0.5,4.1,8.2,0.5,0.8,1.6,0.5,0,0,0,0,1.6,1.6,0,0.8,0,0.8,1.6,13.9,/gleague/players/b/brownja04d.html,200,Santa Clara,75,G-League
2018-19,DBC,49,27,1428,6.7,15.9,0.42,4.7,11.9,0.397,2,4,0.488,1.6,2,0.778,0.5,2.1,2.6,2.7,0.9,0.1,1.1,2.1,19.7,/gleague/players/b/brownja04d.html,200,Santa Clara,75,G-League
2019-20,DBC,42,7,1022,8,18.1,0.443,4.9,12.6,0.385,3.2,5.5,0.573,1.1,1.5,0.714,0.6,3.1,3.7,3.1,1.1,0,1.3,2.3,22.7,/gleague/players/b/brownja04d.html,200,Santa Clara,75,G-League
2020-21,DBC,15,3,373,5.8,13.6,0.426,3.8,9.4,0.402,2,4.2,0.477,1.6,1.9,0.85,0.3,2.5,2.8,2.8,1.1,0.2,0.8,1.9,17.9,/gleague/players/b/brownja04d.html,200,Santa Clara,75,G-League
2016-17,GRR,11,9,393,8.8,18.6,0.473,1.6,4.7,0.353,7.1,13.9,0.513,4.6,5.9,0.781,1.9,5.9,7.8,4,1.7,0.5,1.7,1.9,23.8,/gleague/players/b/brownlo01d.html,189,NC State,77,G-League
2017-18,RAP,32,32,1064,7.9,16.8,0.468,1.2,3.6,0.33,6.7,13.3,0.505,3.3,4.2,0.792,0.6,5,5.6,9.6,1.9,0.2,4,2.3,20.3,/gleague/players/b/brownlo01d.html,189,NC State,77,G-League
2017-18,TOT,31,27,989,6.7,14.8,0.452,3,8.4,0.357,3.7,6.4,0.576,2.7,3.5,0.789,0.9,4.2,5.1,3.1,1.5,0.4,1.8,1.8,19.1,/gleague/players/b/brownma02d.html,185,Oklahoma State,75,G-League
2019-20,OKL,28,6,634,5.3,12.2,0.437,4.4,10.5,0.416,1,1.7,0.567,1.5,1.9,0.794,0.8,4.3,5.1,4.3,0.9,0.3,1.6,1.9,17.9,/gleague/players/b/brownma02d.html,185,Oklahoma State,75,G-League
2019-20,TEX,30,0,576,11.4,17.7,0.647,0,0.1,0,11.4,17.6,0.649,2.5,4.6,0.541,7.5,6.9,14.4,0.3,1,2.4,3.7,5.1,27.2,/gleague/players/b/brownmo01d.html,245,UCLA,86,G-League
2020-21,OKL,14,14,370,9.7,17.8,0.546,0,0,0,9.7,17.8,0.546,3.2,5.3,0.611,8.2,10.7,18.9,0.8,0.9,2.5,3.2,3.5,25.2,/gleague/players/b/brownmo01d.html,245,UCLA,86,G-League
2017-18,TOT,44,9,773,4.4,10.9,0.403,0.7,2.4,0.294,3.7,8.5,0.434,1.4,2,0.721,1.1,3.2,4.3,1.6,1.3,0.2,1.8,2.5,10.9,/gleague/players/b/brownsh01d.html,210,Michigan State,76,G-League
2017-18,WIS,3,3,98,8.8,20.9,0.421,1.8,6.2,0.294,7,14.7,0.475,4.4,5.1,0.857,1.8,4.8,6.6,2.2,2.2,0.4,4.4,2.9,23.9,/gleague/players/b/brownst01d.html,NA,SMU,NA,G-League
2018-19,WIS,3,3,109,7.9,16.8,0.471,2.6,7.9,0.333,5.3,8.9,0.593,0.3,0.7,0.5,1.3,5.6,6.9,4,1.7,0,2.6,3.3,18.8,/gleague/players/b/brownst01d.html,NA,SMU,NA,G-League
2017-18,TOT,45,7,925,5.3,12.3,0.427,2.4,6.4,0.372,2.9,5.9,0.487,1.4,1.8,0.787,1.9,5.9,7.7,1.1,0.7,0.8,1.7,3.9,14.3,/gleague/players/b/brownvi01d.html,235,None,80,G-League
2018-19,MAI,47,22,1176,5.2,12.6,0.409,3,8.3,0.364,2.1,4.3,0.496,1.5,1.7,0.893,1.3,5.5,6.8,1.5,0.7,0.6,1.5,3.3,14.9,/gleague/players/b/brownvi01d.html,235,None,80,G-League
2019-20,EBH,42,30,1220,6.5,14,0.465,2.9,7.5,0.382,3.7,6.5,0.561,1.8,2.2,0.811,2,6,8,2,0.7,1.3,2.3,3.4,18.9,/gleague/players/b/brownvi01d.html,235,None,80,G-League
2016-17,TEX,5,5,179,5.4,8.6,0.628,2.6,5,0.52,2.8,3.6,0.778,3.2,3.8,0.842,1.6,6,7.6,4.8,1.6,1.2,1.8,2.4,16.7,/gleague/players/b/brussni01d.html,NA,None,NA,G-League
2017-18,HAW,8,0,187,5.4,11.6,0.467,2.1,5.8,0.367,3.3,5.8,0.567,1.5,1.5,1,1.3,7.5,8.9,5.6,2.5,0.8,3.9,3.3,14.4,/gleague/players/b/brussni01d.html,NA,None,NA,G-League
2017-18,SBL,37,35,1135,9,15.1,0.597,2.1,5.8,0.364,6.9,9.3,0.743,2.9,4.4,0.674,2.3,6.3,8.6,2.4,0.7,1.7,1.9,2.6,23.1,/gleague/players/b/bryanth01d.html,NA,Indiana,NA,G-League
